,datetime,user,action,pc
77,2024-01-01 09:34:27.348731,usr-klc,usb_insert,pc62
78,2024-01-01 09:39:23.681354,usr-lrw,usb_remove,pc97
79,2024-01-01 09:39:40.145853,usr-pah,usb_remove,pc71
80,2024-01-01 09:41:43.465578,usr-pcx,usb_insert,pc58
81,2024-01-01 09:43:18.902969,usr-qhu,usb_remove,pc11
82,2024-01-01 09:46:39.231695,usr-goq,usb_insert,pc26
83,2024-01-01 09:49:16.948663,usr-xye,usb_remove,pc27
84,2024-01-01 09:51:07.353335,usr-qpu,usb_insert,pc2
85,2024-01-01 09:55:17.995071,usr-tci,usb_insert,pc49
86,2024-01-01 09:57:10.971316,usr-gpi,usb_insert,pc94
87,2024-01-01 09:57:49.867781,usr-crz,usb_insert,pc4
88,2024-01-01 10:05:37.717504,usr-oux,usb_insert,pc6
89,2024-01-01 10:08:28.861842,usr-pcx,usb_remove,pc58
90,2024-01-01 10:10:31.796641,usr-fyk,usb_remove,pc75
91,2024-01-01 10:11:15.278197,usr-mdm,usb_insert,pc28
92,2024-01-01 10:11:17.628356,usr-lrw,usb_insert,pc97
93,2024-01-01 10:12:23.804695,usr-emo,usb_insert,pc89
94,2024-01-01 10:12:59.564616,usr-ign,usb_insert,pc83
95,2024-01-01 10:13:45.009639,usr-qpu,usb_remove,pc2
96,2024-01-01 10:13:53.268597,usr-oux,usb_remove,pc6
97,2024-01-01 10:14:15.076267,usr-ign,usb_remove,pc83
98,2024-01-01 10:14:53.635690,usr-bfh,usb_insert,pc96
99,2024-01-01 10:16:55.150345,usr-mdm,usb_insert,pc28
100,2024-01-01 10:16:56.936220,usr-bat,usb_insert,pc57
101,2024-01-01 10:18:15.815171,usr-oph,usb_insert,pc76
102,2024-01-01 10:18:56.221181,usr-emo,usb_remove,pc89
103,2024-01-01 10:20:59.163356,usr-zpf,usb_insert,pc25
104,2024-01-01 10:24:15.134276,usr-klc,usb_remove,pc62
105,2024-01-01 10:24:56.661493,usr-bat,usb_remove,pc57
106,2024-01-01 10:26:11.891294,usr-tci,usb_remove,pc49
107,2024-01-01 10:26:56.829869,usr-bfh,usb_remove,pc96
108,2024-01-01 10:35:46.414413,usr-mdm,usb_remove,pc28
109,2024-01-01 10:36:27.824311,usr-crz,usb_remove,pc4
110,2024-01-01 10:39:07.628676,usr-gai,usb_insert,pc29
111,2024-01-01 10:41:15.545069,usr-oph,usb_remove,pc76
112,2024-01-01 10:42:15.393227,usr-goq,usb_remove,pc26
113,2024-01-01 10:44:01.524218,usr-evt,usb_insert,pc74
114,2024-01-01 10:44:10.651878,usr-emo,usb_insert,pc89
115,2024-01-01 10:44:18.680529,usr-pia,usb_insert,pc73
116,2024-01-01 10:47:49.130759,usr-emo,usb_remove,pc89
117,2024-01-01 10:48:30.431909,usr-psa,usb_insert,pc64
118,2024-01-01 10:54:33.186813,usr-lxb,usb_insert,pc60
119,2024-01-01 10:56:07.790305,usr-gpi,usb_remove,pc94
120,2024-01-01 10:56:09.378903,usr-lrw,usb_remove,pc97
121,2024-01-01 10:56:23.494496,usr-lxb,usb_remove,pc60
122,2024-01-01 10:57:39.484140,usr-gai,usb_remove,pc29
123,2024-01-01 11:00:31.301298,usr-zpf,usb_remove,pc25
124,2024-01-01 11:00:33.793578,usr-pia,usb_remove,pc73
125,2024-01-01 11:00:46.179934,usr-bpm,usb_insert,pc19
126,2024-01-01 11:02:13.491555,usr-dur,usb_insert,pc92
127,2024-01-01 11:02:44.521815,usr-gmh,usb_insert,pc79
128,2024-01-01 11:04:34.164265,usr-mdm,usb_remove,pc28
129,2024-01-01 11:05:23.369149,usr-gmh,usb_remove,pc79
130,2024-01-01 11:06:53.311051,usr-ign,usb_insert,pc83
131,2024-01-01 11:07:42.077179,usr-qhu,usb_insert,pc11
132,2024-01-01 11:08:07.714772,usr-evt,usb_remove,pc74
133,2024-01-01 11:08:24.105908,usr-qsg,usb_insert,pc1
134,2024-01-01 11:09:35.482244,usr-psa,usb_remove,pc64
135,2024-01-01 11:09:38.125458,usr-cbb,usb_insert,pc8
136,2024-01-01 11:15:07.448295,usr-zlc,usb_insert,pc93
137,2024-01-01 11:15:50.820775,usr-agf,usb_insert,pc31
138,2024-01-01 11:16:04.031251,usr-vig,usb_insert,pc77
139,2024-01-01 11:16:06.738421,usr-ccc,usb_insert,pc66
140,2024-01-01 11:17:03.380742,usr-bpm,usb_insert,pc19
141,2024-01-01 11:17:40.851134,usr-zpf,usb_insert,pc25
142,2024-01-01 11:19:09.694463,usr-qhu,usb_remove,pc11
143,2024-01-01 11:20:08.889436,usr-vag,usb_insert,pc18
144,2024-01-01 11:20:14.377997,usr-zsj,usb_insert,pc30
145,2024-01-01 11:21:11.326480,usr-qty,usb_insert,pc98
146,2024-01-01 11:23:12.319418,usr-gyv,usb_insert,pc21
147,2024-01-01 11:24:12.032793,usr-gyv,usb_remove,pc21
148,2024-01-01 11:25:32.807402,usr-qsg,usb_remove,pc1
149,2024-01-01 11:25:42.268846,usr-ign,usb_remove,pc83
150,2024-01-01 11:25:59.140507,usr-cbb,usb_remove,pc8
151,2024-01-01 11:27:40.771423,usr-zsj,usb_remove,pc30
152,2024-01-01 11:28:03.004582,usr-vag,usb_remove,pc18
153,2024-01-01 11:32:59.026663,usr-agf,usb_insert,pc31
154,2024-01-01 11:38:53.561223,usr-ntp,usb_insert,pc46
155,2024-01-01 11:41:03.753065,usr-dur,usb_remove,pc92
156,2024-01-01 11:44:29.929628,usr-ccc,usb_remove,pc66
157,2024-01-01 11:45:59.806197,usr-agf,usb_remove,pc31
158,2024-01-01 11:46:50.437869,usr-psa,usb_insert,pc64
159,2024-01-01 11:49:08.457322,usr-vig,usb_remove,pc77
160,2024-01-01 11:49:34.255245,usr-bfh,usb_insert,pc96
161,2024-01-01 11:49:44.898247,usr-zlc,usb_remove,pc93
162,2024-01-01 11:51:08.607267,usr-xye,usb_insert,pc27
163,2024-01-01 11:51:36.837022,usr-ntp,usb_remove,pc46
164,2024-01-01 11:51:50.989953,usr-psa,usb_insert,pc64
165,2024-01-01 11:52:59.204228,usr-hxw,usb_insert,pc45
166,2024-01-01 11:55:16.619560,usr-bpm,usb_remove,pc19
167,2024-01-01 12:00:26.340882,usr-inx,usb_insert,pc67
168,2024-01-01 12:01:00.333642,usr-lxb,usb_insert,pc60
169,2024-01-01 12:03:13.360483,usr-jmc,usb_insert,pc17
170,2024-01-01 12:03:40.411642,usr-xye,usb_insert,pc27
171,2024-01-01 12:05:50.116853,usr-bpm,usb_remove,pc19
172,2024-01-01 12:05:54.708824,usr-bpm,usb_insert,pc19
173,2024-01-01 12:06:44.123666,usr-qty,usb_insert,pc98
174,2024-01-01 12:08:12.678525,usr-pia,usb_insert,pc73
175,2024-01-01 12:10:48.612656,usr-agf,usb_remove,pc31
176,2024-01-01 12:11:03.591153,usr-zpf,usb_remove,pc25
177,2024-01-01 12:12:49.874049,usr-qty,usb_remove,pc98
178,2024-01-01 12:13:24.207359,usr-pia,usb_remove,pc73
179,2024-01-01 12:14:30.238995,usr-lxb,usb_remove,pc60
180,2024-01-01 12:20:35.574228,usr-qsg,usb_insert,pc1
181,2024-01-01 12:21:07.493955,usr-gyv,usb_insert,pc21
182,2024-01-01 12:24:03.348053,usr-gmh,usb_insert,pc79
183,2024-01-01 12:25:16.491937,usr-ntp,usb_insert,pc46
184,2024-01-01 12:25:29.369183,usr-bfh,usb_insert,pc96
185,2024-01-01 12:25:33.392092,usr-zsj,usb_insert,pc30
186,2024-01-01 12:25:52.152581,usr-bfh,usb_remove,pc96
187,2024-01-01 12:26:53.889265,usr-bpm,usb_remove,pc19
188,2024-01-01 12:27:22.227899,usr-bfh,usb_remove,pc96
189,2024-01-01 12:27:23.220403,usr-agf,usb_insert,pc31
190,2024-01-01 12:32:08.906532,usr-xye,usb_remove,pc27
191,2024-01-01 12:33:42.010148,usr-xye,usb_remove,pc27
192,2024-01-01 12:34:51.220675,usr-gmh,usb_remove,pc79
193,2024-01-01 12:34:58.660053,usr-ego,usb_insert,pc33
194,2024-01-01 12:35:23.130152,usr-qhu,usb_insert,pc11
195,2024-01-01 12:36:48.060720,usr-ntp,usb_remove,pc46
196,2024-01-01 12:40:00.315403,usr-psa,usb_remove,pc64
197,2024-01-01 12:40:05.063179,usr-jmc,usb_remove,pc17
198,2024-01-01 12:42:25.015664,usr-pah,usb_insert,pc71
199,2024-01-01 12:43:16.420821,usr-hxw,usb_remove,pc45
200,2024-01-01 12:44:21.745091,usr-qhu,usb_remove,pc11
201,2024-01-01 12:45:41.687326,usr-gpi,usb_insert,pc94
202,2024-01-01 12:47:38.904620,usr-qpv,usb_insert,pc84
203,2024-01-01 12:48:06.026250,usr-psa,usb_remove,pc64
204,2024-01-01 12:48:36.165396,usr-tci,usb_insert,pc49
205,2024-01-01 12:50:28.623867,usr-psa,usb_insert,pc64
206,2024-01-01 12:51:11.659296,usr-gmh,usb_insert,pc79
207,2024-01-01 12:51:25.730249,usr-inx,usb_remove,pc67
208,2024-01-01 12:53:59.232336,usr-evt,usb_insert,pc74
209,2024-01-01 12:56:27.769469,usr-qsg,usb_remove,pc1
210,2024-01-01 12:58:13.170158,usr-ego,usb_remove,pc33
211,2024-01-01 12:58:24.014412,usr-qsg,usb_insert,pc1
212,2024-01-01 13:00:12.674873,usr-qty,usb_remove,pc98
213,2024-01-01 13:00:27.164750,usr-qty,usb_insert,pc98
214,2024-01-01 13:01:25.696108,usr-inx,usb_insert,pc67
215,2024-01-01 13:01:54.777580,usr-qsg,usb_remove,pc1
216,2024-01-01 13:05:14.317774,usr-pah,usb_remove,pc71
217,2024-01-01 13:05:52.397510,usr-inx,usb_remove,pc67
218,2024-01-01 13:08:24.718127,usr-fxu,usb_insert,pc41
219,2024-01-01 13:09:10.135588,usr-gyv,usb_insert,pc21
220,2024-01-01 13:10:35.361424,usr-qty,usb_remove,pc98
221,2024-01-01 13:11:53.234281,usr-gyv,usb_remove,pc21
222,2024-01-01 13:12:10.936634,usr-ccc,usb_insert,pc66
223,2024-01-01 13:14:24.945043,usr-inr,usb_insert,pc13
224,2024-01-01 13:15:03.178709,usr-zsj,usb_remove,pc30
225,2024-01-01 13:16:25.546192,usr-agf,usb_remove,pc31
226,2024-01-01 13:16:55.255948,usr-ubt,usb_insert,pc5
227,2024-01-01 13:17:37.961226,usr-gai,usb_insert,pc29
228,2024-01-01 13:18:41.821176,usr-evt,usb_insert,pc74
229,2024-01-01 13:18:46.238012,usr-gpi,usb_remove,pc94
230,2024-01-01 13:19:58.858339,usr-gai,usb_remove,pc29
231,2024-01-01 13:23:41.715027,usr-mfu,usb_insert,pc39
232,2024-01-01 13:23:52.775790,usr-fdo,usb_insert,pc3
233,2024-01-01 13:23:59.039460,usr-inr,usb_insert,pc13
234,2024-01-01 13:25:40.701303,usr-tci,usb_remove,pc49
235,2024-01-01 13:27:30.386094,usr-inr,usb_insert,pc13
236,2024-01-01 13:29:01.988223,usr-qpv,usb_remove,pc84
237,2024-01-01 13:33:59.762609,usr-bfh,usb_insert,pc96
238,2024-01-01 13:35:23.930253,usr-goq,usb_insert,pc26
239,2024-01-01 13:35:55.018461,usr-gmh,usb_remove,pc79
240,2024-01-01 13:37:19.127527,usr-ccc,usb_remove,pc66
241,2024-01-01 13:37:29.947220,usr-mfu,usb_remove,pc39
242,2024-01-01 13:39:15.273032,usr-dbq,usb_insert,pc44
243,2024-01-01 13:39:39.379677,usr-fdo,usb_remove,pc3
244,2024-01-01 13:41:07.690931,usr-hxw,usb_insert,pc45
245,2024-01-01 13:41:19.123727,usr-hxw,usb_remove,pc45
246,2024-01-01 13:45:12.636341,usr-qse,usb_insert,pc55
247,2024-01-01 13:47:42.126818,usr-psa,usb_remove,pc64
248,2024-01-01 13:48:24.996840,usr-inr,usb_remove,pc13
249,2024-01-01 13:48:47.428849,usr-evt,usb_remove,pc74
250,2024-01-01 13:50:58.384298,usr-qse,usb_remove,pc55
251,2024-01-01 13:52:58.505308,usr-ego,usb_insert,pc33
252,2024-01-01 13:53:23.256192,usr-evt,usb_remove,pc74
253,2024-01-01 13:53:24.379323,usr-zpf,usb_insert,pc25
254,2024-01-01 13:54:02.278767,usr-goq,usb_remove,pc26
255,2024-01-01 13:55:23.385136,usr-lxb,usb_insert,pc60
256,2024-01-01 13:55:37.372895,usr-gyv,usb_remove,pc21
257,2024-01-01 13:56:58.594136,usr-ubt,usb_insert,pc5
258,2024-01-01 13:57:35.249871,usr-qpv,usb_insert,pc84
259,2024-01-01 13:58:49.298190,usr-gyv,usb_insert,pc21
260,2024-01-01 14:00:22.119892,usr-dur,usb_insert,pc92
261,2024-01-01 14:01:47.740133,usr-zpf,usb_insert,pc25
262,2024-01-01 14:03:00.033813,usr-pia,usb_insert,pc73
263,2024-01-01 14:04:39.155170,usr-fxu,usb_remove,pc41
264,2024-01-01 14:04:50.441091,usr-oux,usb_insert,pc6
265,2024-01-01 14:05:20.420081,usr-qpu,usb_insert,pc2
266,2024-01-01 14:08:00.858363,usr-dbq,usb_remove,pc44
267,2024-01-01 14:08:59.281628,usr-ubt,usb_remove,pc5
268,2024-01-01 14:09:08.870502,usr-ubt,usb_remove,pc5
269,2024-01-01 14:11:32.794974,usr-tci,usb_insert,pc49
270,2024-01-01 14:14:15.158662,usr-inr,usb_remove,pc13
271,2024-01-01 14:14:41.199961,usr-tci,usb_remove,pc49
272,2024-01-01 14:15:03.141813,usr-oux,usb_remove,pc6
273,2024-01-01 14:16:59.837793,usr-qpv,usb_insert,pc84
274,2024-01-01 14:17:33.967749,usr-fdo,usb_insert,pc3
275,2024-01-01 14:18:25.276992,usr-inr,usb_remove,pc13
276,2024-01-01 14:21:27.434496,usr-gai,usb_insert,pc29
277,2024-01-01 14:21:42.757887,usr-pia,usb_remove,pc73
278,2024-01-01 14:22:11.870958,usr-zpf,usb_remove,pc25
279,2024-01-01 14:22:30.642241,usr-dpy,usb_insert,pc72
280,2024-01-01 14:23:19.745539,usr-apl,usb_insert,pc56
281,2024-01-01 14:24:12.150134,usr-ccc,usb_insert,pc66
282,2024-01-01 14:25:14.736025,usr-zpf,usb_remove,pc25
283,2024-01-01 14:27:09.999159,usr-vag,usb_insert,pc18
284,2024-01-01 14:31:35.610019,usr-bfh,usb_remove,pc96
285,2024-01-01 14:32:49.536269,usr-qpu,usb_remove,pc2
286,2024-01-01 14:34:17.116026,usr-qse,usb_insert,pc55
287,2024-01-01 14:34:58.722778,usr-lxb,usb_remove,pc60
288,2024-01-01 14:35:43.363671,usr-apl,usb_remove,pc56
289,2024-01-01 14:36:49.287570,usr-qpv,usb_remove,pc84
290,2024-01-01 14:37:57.882889,usr-dur,usb_remove,pc92
291,2024-01-01 14:40:36.398447,usr-dpy,usb_remove,pc72
292,2024-01-01 14:41:02.916124,usr-qpv,usb_remove,pc84
293,2024-01-01 14:43:38.658692,usr-fdo,usb_remove,pc3
294,2024-01-01 14:44:13.588954,usr-apl,usb_insert,pc56
295,2024-01-01 14:46:05.076126,usr-zlc,usb_insert,pc93
296,2024-01-01 14:48:38.066311,usr-cwi,usb_insert,pc14
297,2024-01-01 14:50:30.305209,usr-gyv,usb_remove,pc21
298,2024-01-01 14:51:03.795964,usr-zlc,usb_remove,pc93
299,2024-01-01 14:51:26.078476,usr-cbb,usb_insert,pc8
300,2024-01-01 14:51:40.857201,usr-dpy,usb_insert,pc72
301,2024-01-01 14:52:03.588180,usr-ego,usb_remove,pc33
302,2024-01-01 14:52:14.474137,usr-hxw,usb_insert,pc45
303,2024-01-01 14:53:25.336302,usr-qaj,usb_insert,pc70
304,2024-01-01 14:53:42.013196,usr-vag,usb_remove,pc18
305,2024-01-01 14:54:46.344854,usr-gai,usb_remove,pc29
306,2024-01-01 14:54:56.879626,usr-pia,usb_insert,pc73
307,2024-01-01 14:55:45.939266,usr-qaj,usb_remove,pc70
308,2024-01-01 15:03:12.260949,usr-cwi,usb_remove,pc14
309,2024-01-01 15:04:45.616522,usr-jmc,usb_insert,pc17
310,2024-01-01 15:05:26.706992,usr-zsj,usb_insert,pc30
311,2024-01-01 15:05:44.012777,usr-qse,usb_remove,pc55
312,2024-01-01 15:05:44.963107,usr-zsj,usb_insert,pc30
313,2024-01-01 15:06:47.902654,usr-cbb,usb_remove,pc8
314,2024-01-01 15:10:23.053025,usr-qse,usb_insert,pc55
315,2024-01-01 15:10:29.981372,usr-zsj,usb_remove,pc30
316,2024-01-01 15:11:05.173534,usr-mfu,usb_insert,pc39
317,2024-01-01 15:11:12.133471,usr-jmc,usb_remove,pc17
318,2024-01-01 15:12:08.649170,usr-apl,usb_remove,pc56
319,2024-01-01 15:12:33.411279,usr-qpu,usb_insert,pc2
320,2024-01-01 15:13:32.526514,usr-hxw,usb_remove,pc45
321,2024-01-01 15:14:33.918735,usr-dpy,usb_remove,pc72
322,2024-01-01 15:16:50.660178,usr-ccc,usb_remove,pc66
323,2024-01-01 15:18:42.569048,usr-mfu,usb_remove,pc39
324,2024-01-01 15:24:33.425331,usr-qaj,usb_insert,pc70
325,2024-01-01 15:25:04.593163,usr-zsj,usb_remove,pc30
326,2024-01-01 15:25:59.678982,usr-dur,usb_insert,pc92
327,2024-01-01 15:26:48.331883,usr-qpu,usb_remove,pc2
328,2024-01-01 15:27:07.638722,usr-emo,usb_insert,pc89
329,2024-01-01 15:28:02.332360,usr-qsg,usb_insert,pc1
330,2024-01-01 15:32:01.378632,usr-vig,usb_insert,pc77
331,2024-01-01 15:34:54.992417,usr-pia,usb_remove,pc73
332,2024-01-01 15:34:56.482652,usr-gvm,usb_insert,pc42
333,2024-01-01 15:38:02.326237,usr-agf,usb_insert,pc31
334,2024-01-01 15:44:23.755952,usr-dur,usb_remove,pc92
335,2024-01-01 15:44:41.223962,usr-emo,usb_remove,pc89
336,2024-01-01 15:44:49.366930,usr-gvm,usb_remove,pc42
337,2024-01-01 15:47:34.173027,usr-qaj,usb_remove,pc70
338,2024-01-01 15:49:28.823455,usr-klc,usb_insert,pc62
339,2024-01-01 15:51:15.836935,usr-bpm,usb_insert,pc19
340,2024-01-01 15:53:16.866284,usr-qsg,usb_remove,pc1
341,2024-01-01 15:54:10.405717,usr-wis,usb_insert,pc87
342,2024-01-01 15:56:33.221309,usr-vig,usb_remove,pc77
343,2024-01-01 16:04:43.152370,usr-wis,usb_remove,pc87
344,2024-01-01 16:05:32.558859,usr-qse,usb_remove,pc55
345,2024-01-01 16:06:22.019995,usr-bpm,usb_remove,pc19
346,2024-01-01 16:06:39.266638,usr-agf,usb_remove,pc31
347,2024-01-01 16:12:13.050680,usr-fyk,usb_insert,pc75
348,2024-01-01 16:19:46.956193,usr-wis,usb_insert,pc87
349,2024-01-01 16:28:24.610003,usr-qaj,usb_insert,pc70
350,2024-01-01 16:30:02.782531,usr-mdm,usb_insert,pc28
351,2024-01-01 16:30:29.330775,usr-ign,usb_insert,pc83
352,2024-01-01 16:33:25.770461,usr-cwi,usb_insert,pc14
353,2024-01-01 16:34:40.941887,usr-syd,usb_insert,pc16
354,2024-01-01 16:38:05.100701,usr-dpy,usb_insert,pc72
355,2024-01-01 16:38:06.451724,usr-dpy,usb_remove,pc72
356,2024-01-01 16:46:33.811781,usr-klc,usb_remove,pc62
357,2024-01-01 16:48:31.136714,usr-qaj,usb_remove,pc70
358,2024-01-01 16:51:08.355471,usr-cwi,usb_remove,pc14
359,2024-01-01 16:53:38.700815,usr-qse,usb_insert,pc55
360,2024-01-01 16:55:53.184622,usr-fyk,usb_remove,pc75
361,2024-01-01 16:56:49.719197,usr-qhu,usb_insert,pc11
362,2024-01-01 16:59:09.589836,usr-bat,usb_insert,pc57
363,2024-01-01 17:01:37.181966,usr-ign,usb_remove,pc83
364,2024-01-01 17:05:08.512693,usr-qaj,usb_insert,pc70
365,2024-01-01 17:06:54.897758,usr-qhu,usb_remove,pc11
366,2024-01-01 17:07:36.920324,usr-ccc,usb_insert,pc66
367,2024-01-01 17:11:44.857879,usr-agf,usb_insert,pc31
368,2024-01-01 17:14:00.020729,usr-wis,usb_remove,pc87
369,2024-01-01 17:16:38.184248,usr-oph,usb_insert,pc76
370,2024-01-01 17:16:38.587151,usr-oph,usb_remove,pc76
371,2024-01-01 17:17:39.615005,usr-syd,usb_remove,pc16
372,2024-01-01 17:18:30.680735,usr-gmh,usb_insert,pc79
373,2024-01-01 17:19:59.251693,usr-ccc,usb_remove,pc66
374,2024-01-01 17:20:42.021434,usr-mdm,usb_remove,pc28
375,2024-01-01 17:21:02.275339,usr-oph,usb_insert,pc76
376,2024-01-01 17:29:01.246192,usr-zlc,usb_insert,pc93
377,2024-01-01 17:32:59.436412,usr-zlc,usb_remove,pc93
378,2024-01-01 17:34:16.916224,usr-agf,usb_remove,pc31
379,2024-01-01 17:37:01.628790,usr-oph,usb_remove,pc76
380,2024-01-01 17:37:08.955630,usr-cwi,usb_insert,pc14
381,2024-01-01 17:40:05.015368,usr-qse,usb_remove,pc55
382,2024-01-01 17:49:34.784850,usr-oph,usb_insert,pc76
383,2024-01-01 17:53:11.389085,usr-fdo,usb_insert,pc3
384,2024-01-01 17:53:36.347379,usr-qaj,usb_remove,pc70
385,2024-01-01 17:53:42.514576,usr-bat,usb_remove,pc57
386,2024-01-01 17:54:21.321443,usr-oph,usb_remove,pc76
387,2024-01-01 18:02:25.711322,usr-gmh,usb_remove,pc79
388,2024-01-01 18:26:22.460660,usr-cwi,usb_remove,pc14
389,2024-01-01 18:27:32.894230,usr-fdo,usb_remove,pc3
390,2024-01-01 18:43:59.907786,usr-pia,usb_insert,pc73
391,2024-01-01 19:07:42.306197,usr-pia,usb_remove,pc73
392,2024-01-01 19:08:26.834214,usr-agf,usb_insert,pc31
393,2024-01-01 19:25:24.988601,usr-pcx,usb_insert,pc58
394,2024-01-01 19:50:40.543281,usr-ntp,usb_insert,pc46
395,2024-01-01 19:57:40.016258,usr-ntp,usb_remove,pc46
396,2024-01-01 19:58:57.995308,usr-agf,usb_remove,pc31
397,2024-01-01 20:17:47.992359,usr-qpv,usb_insert,pc84
398,2024-01-01 20:18:11.940204,usr-pcx,usb_remove,pc58
399,2024-01-01 20:29:11.156906,usr-fdo,usb_insert,pc3
400,2024-01-01 20:38:01.868934,usr-pia,usb_insert,pc73
401,2024-01-01 20:39:59.290702,usr-fdo,usb_remove,pc3
402,2024-01-01 20:40:37.041571,usr-mdm,usb_insert,pc28
403,2024-01-01 21:11:19.195188,usr-qpv,usb_remove,pc84
